1	.	0.0041805241848932315	56952
1	.	286.2772328747029	249216396
2	.	0.02060537788578372	32700
2	.	268.83877725404415	243086149
3	.	0.0027683129973474804	64135
3	.	223.3514180356832	197873136
4	.	0.0005725019334880124	15710
4	.	214.6850007399381	191026935
5	.	0.004426285068802629	21149
5	.	204.0872484066496	180714475
6	.	0.003243488705801579	93199
6	.	192.03956700793105	171041736
7	.	0.004276276431718062	43452
7	.	187.1673766997319	159125402
8	.	0.001880863448275862	169020
8	.	168.00260770017533	146299136
9	.	0.019186962144539032	44512
9	.	166.35834847109209	141109053
10	.	0.00018293455411781193	74235
10	.	181.14229854809895	135503184
11	.	0.0020589380445304936	199504
11	.	158.21835428252788	134944955
12	.	0.0017708978431700381	150629
12	.	174.6789064484305	133770711
13	.	0.004208975741239892	19021920
13	.	125.70455854073033	115104078
14	.	0.014309104975900199	19625037
14	.	120.19833749144915	107280894
15	.	9.154846484935437e-05	20016127
15	.	141.85944024907064	102505941
16	.	0.0049351700895208005	93060
16	.	134.0275273318335	90151820
17	.	0.01524930020327378	17114
17	.	128.46855763004436	81039612
18	.	0.03517800097560976	20672
18	.	117.70776061826025	78013100
19	.	0.0009863238731218698	260328
19	.	107.73240347345518	59091425
20	.	0.0007971476323119778	62879
20	.	108.26284176360555	62946724
21	.	0.0035493596469722975	10868681
21	.	62.77062183997621	48088456
22	.	0.024325087958115183	16054344
22	.	74.10512012426805	51223019
